,id,title,title_lower,type,description,release_year,country_code,country,genre,seasons,age_certification,age_group,runtime,runtime_type,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
4081,tm918373,Malibu Rescue: The Next Wave,malibu rescue: the next wave,MOVIE,"It’s summer again, and everyone’s favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of the entire planet are on Malibu Beach. But when Team USA falls victim to a bout of food poisoning, it’s up to Tyler, Dylan, Eric, Lizzie and Gina to represent their country in the world's most extreme lifeguard challenge!",2020,US,United States of America,comedy,0,not specified,not specified,70,medium,4.8,841,8.488,6.5
4082,tm457410,Money Trap,money trap,MOVIE,"Asim Noyan swindles people with his lies and games. Asim Noyan and his gang, who no one else has been able to catch, get into a ruse again.",2019,TR,Türkiye,action,0,not specified,not specified,121,long,6.0,14565,9.695,5.6
4083,tm940566,Kaali Khuhi,kaali khuhi,MOVIE,"When a restless spirit curses a Punjab village that has a history of female infanticide, the town's fate lies in the hands of a 10-year old girl, Shivangi.",2020,IN,India,thriller,0,not specified,not specified,90,long,3.5,1230,1.95,4.8
4084,tm825210,Nothing to Lose 2,nothing to lose 2,MOVIE,Part 2 of Edir Macedo's self-financed biopic.,2019,BR,Brazil,drama,0,PG-13,supervised,96,long,3.0,655,-1.0,-1.0
4085,tm460259,Blood Will Tell,blood will tell,MOVIE,Thriller about a family whose ties are put to the test when the patriarch’s wife dies.,2019,CL,Chile,thriller,0,not specified,not specified,113,long,6.1,831,2.268,6.0
4086,tm896246,George Lopez: We'll Do It for Half,george lopez: we'll do it for half,MOVIE,"Comedian George Lopez tackles the future and the past of Latinx culture in America, touching on immigration, his tough relatives, aging and much more.",2020,US,United States of America,comedy,0,not specified,not specified,51,short,5.7,452,2.137,5.6
4087,tm925785,Dark Forces,dark forces,MOVIE,"In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress.",2020,MX,Mexico,horror,0,not specified,not specified,81,medium,2.7,597,4.03,4.3
4088,tm454464,Pegasus,pegasus,MOVIE,"Zhang Chi, a hubris and dominating six-time racing champion, falls from grace following a crisis. After a five-year suspension from the motorsport, the now single-father to a six-year-old boy throws down the gauntlet once again.",2019,CN,China,comedy,0,not specified,not specified,98,long,6.3,1813,5.369,6.3
4089,tm484173,Bhangra Paa Le,bhangra paa le,MOVIE,Jaggi comes from a Punjabi background and he aspires to take the popular Punjabi dance form of 'Bhangra' to an international platform and passionately works towards his dream. He meets his college rival in Simi and they both compete with each other to win the international dance competition.,2020,IN,India,music,0,not specified,not specified,131,long,6.2,361,3.101,5.8
4090,tm919920,Milestone,milestone,MOVIE,"As soon as veteran driver Ghalib’s truck touches the 500,000 kilometers mark - a record at his company - he is struck by a sudden pain in his back. As Ghalib struggles with this ache, an existential threat begins to overwhelm him when he is asked to train a young new driver.",2020,IN,India,drama,0,not specified,not specified,98,long,6.6,634,1.579,6.1
4091,tm405637,122,122,MOVIE,"During a bloody night, a young man and his lover are struggling, not to get to the hospital, but to escape and survive.",2019,EG,Egypt,horror,0,R,adults,95,long,6.0,5563,3.717,6.0
4092,tm478962,Saavat,saavat,MOVIE,The journey of a woman who overcomes her personal anguish to help deliver justice to another woman trapped in a web of deceit and deception.,2019,IN,India,thriller,0,not specified,not specified,117,long,6.5,176,0.974,7.0
4093,tm813634,Dorasani,dorasani,MOVIE,Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,2019,IN,India,drama,0,not specified,not specified,130,long,5.8,199,2.545,4.0
4094,tm877746,Krishna and His Leela,krishna and his leela,MOVIE,"Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.",2020,unknown,unknown,comedy,0,not specified,not specified,125,long,5.6,1579,-1.0,-1.0
4095,tm938333,A Go! Go! Cory Carson Halloween,a go! go! cory carson halloween,MOVIE,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?",2020,unknown,unknown,animation,0,G,children,21,short,6.4,51,2.048,7.3
4096,ts89182,Green Door,green door,SHOW,"A troubled psychologist returns from the U.S. and sets up a clinic in Taiwan, where mysterious patients and uncanny events shed light on his murky past.",2019,TW,"Taiwan, Province of China[note 1]",drama,1,not specified,not specified,49,long,6.4,131,2.114,8.3
4097,tm828318,Axone,axone,MOVIE,"This bittersweet comedy follows immigrants in Delhi who are attempting to organise a wedding party, but soon find everything going wrong.",2019,IN,India,comedy,0,not specified,not specified,96,long,6.9,2213,1.895,5.6
4098,tm455715,Dilan 1991,dilan 1991,MOVIE,"Dilan's involvement in the motorbike gang imperils his relationship with Milea, whose distant relative returns from Belgium.",2019,ID,Indonesia,drama,0,not specified,not specified,118,long,6.5,1071,3.22,6.8
4099,ts243189,Booba: Food Puzzle,booba: food puzzle,SHOW,"In a cozy kitchen, in the spotlight meet everyone's favorite, Booba. Today he's a chef and co-hosting a cooking show. Gather in front of the screen with your parents or friends and cook with Booba. As usual, Booba is curious, impetuous, and has a wild imagination. Together with his friends Loola and Spike, Booba will show you how to make funky and tasty dishes. Best of all, when you're finished you can eat them all.",2020,unknown,unknown,comedy,1,TV-Y,children,3,short,8.3,30,-1.0,-1.0
4100,tm977184,A Go! Go! Cory Carson Christmas,a go! go! cory carson christmas,MOVIE,"When a familiar-looking stranger crashes in without a memory, cory helps him remember the magic of Christmas to save the holiday for everyone",2020,US,United States of America,animation,0,not specified,not specified,21,short,6.1,50,14.016,6.9
4101,tm474695,Dying to Tell,dying to tell,MOVIE,"In 2012, awarded filmmaker Hernán Zin suffered an accident in Afghanistan that changed his life forever. The traumas he had been accumulating during 20 years of war reporting suddenly imploded. He began suffering depression, loneliness and self-destructive behaviors. Searching for answers of what happened to him, Hernán Zin decided to interview other journalists. He asked them about their traumas, their losses, their fears and their families. DYING TO TELL is the first documentary film ever made about trauma in war reporters. It is a brutal and torn portrait of war, and a tribute to those who risk their lives for the world to be informed.  —Contramedia Films",2019,ES,Spain,documentation,0,not specified,not specified,87,medium,6.8,351,1.881,7.1
4102,tm845616,Tootsies & The Fake,tootsies & the fake,MOVIE,"After knocking a celebrity unconscious before a huge job, a bumbling pack of pals tries to avoid a lawsuit by replacing her with a look-alike.",2019,TH,Thailand,comedy,0,not specified,not specified,108,long,5.9,485,3.134,4.6
4103,ts234505,Fary: Hexagone,fary: hexagone,SHOW,"French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.",2020,FR,France,comedy,1,TV-MA,adults,51,long,6.2,129,1.41,7.0
4104,ts224261,Nailed It! Germany,nailed it! germany,SHOW,"Home cooks try -- and inevitably fail -- to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.",2020,DE,Germany,reality,1,TV-14,supervised,0,short,5.7,102,2.157,10.0
4105,tm1000551,Namaste Wahala,namaste wahala,MOVIE,A Nigerian woman and an Indian man won't let cultural differences get in the way of their romance.,2020,NG,Nigeria,comedy,0,not specified,not specified,106,long,5.1,1557,2.696,7.7
4106,tm943808,Guillermo Vilas: Settling the Score,guillermo vilas: settling the score,MOVIE,"For more than forty years, Argentinean sportsman Guillermo Vilas, a tennis legend, has tirelessly demanded that the official rankings (1973-78) be revised in order to finally be recognized as the best player in the world. Eduardo Puppo, a sports journalist, making Vilas' demand his own, fought for more than ten years against a powerful sports corporation to prove that Vilas was indeed unfairly displaced from the top of world tennis.",2020,AR,Argentina,documentation,0,not specified,not specified,94,long,7.1,655,1.754,8.1
4107,tm975616,The Beginning of Life 2: Outside,the beginning of life 2: outside,MOVIE,"Genuine connections between children and nature can revolutionize our future. But is this discovery still possible in the world's major urban centers? The new chapter of ""The Beginning of Life"" reveals the transformative power of this concept.",2020,BR,Brazil,documentation,0,G,children,92,long,8.0,20,1.29,8.5
4108,tm373471,90 ML,90 ml,MOVIE,"Thamara, Paru, Kajal and Suganya are four friends who are rather tired of their uneventful routine. However, things take a turn for the better with the arrival of the spirited and outgoing Rita, a young woman who encourages them to live their lives to the fullest.",2019,IN,India,drama,0,not specified,not specified,125,long,3.3,577,1.81,5.2
4109,tm946795,Citation,citation,MOVIE,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,2020,NG,Nigeria,thriller,0,not specified,not specified,151,long,6.1,970,4.944,7.4
4110,tm813936,Adam Devine: Best Time of Our Lives,adam devine: best time of our lives,MOVIE,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",2019,US,United States of America,comedy,0,PG-13,supervised,58,short,5.9,959,2.486,6.5
4111,ts88166,Nailed It! Mexico,nailed it! mexico,SHOW,"The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize.",2019,MX,Mexico,reality,3,TV-PG,supervised,33,long,6.2,308,4.224,7.1
4112,tm918258,Dogwashers,dogwashers,MOVIE,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?",2020,AR,Argentina,crime,0,not specified,not specified,107,long,5.8,601,29.101,6.313
4113,tm1047951,Small Chops,small chops,MOVIE,"When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding.",2020,NG,Nigeria,drama,0,not specified,not specified,98,long,3.0,31,1.2,-1.0
4114,tm493556,Kaagar,kaagar,MOVIE,"In a small Maharashtrian town, a woman's rise in the political hierarchy creates ripples across the social-political spectrum. Directed by Makarand Mane, KaaGaR stars Rinku Rajguru in the lead role.",2019,IN,India,crime,0,not specified,not specified,129,long,6.2,64,1.4,-1.0
4115,ts221472,Valentino,valentino,SHOW,"Nour Abdel Mejid, AKA Valentino, owns a number of international schools, ""Valentino Schools"", run by him and his domineering wife with whom he's not in agreement. Their disagreements, however, get them on several adventures and reveals many surprises along the way.",2020,EG,Egypt,comedy,1,TV-14,supervised,37,long,5.2,225,6.16,6.5
4116,tm460411,Stunt School,stunt school,MOVIE,An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.,2019,TR,Türkiye,comedy,0,not specified,not specified,95,long,4.4,1141,1.509,4.1
4117,tm816432,Bypass Road,bypass road,MOVIE,"The story revolves around a young man, Vikram, who is a fashion prodigy. The story is layered with a murder in town.",2019,IN,India,thriller,0,not specified,not specified,137,long,5.4,1022,1.523,5.3
