,id,title,title_lower,type,description,release_year,country_code,country,genre,seasons,age_certification,age_group,runtime,runtime_type,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
1329,tm244513,Divines,divines,MOVIE,"In a ghetto where religion and drug trafficking rub shoulders, Dounia has a lust for power and success. Supported by Maimouna, her best friend, she decides to follow in the footsteps of Rebecca, a respected dealer. But her encounter with Djigui, a young, disturbingly sensual dancer, throws her off course.",2016,FR,France,drama,0,not specified,not specified,105,long,7.4,9821,9.632,7.763
1330,ts39014,Kuromukuro,kuromukuro,SHOW,"When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",2016,JP,Japan,comedy,2,TV-14,supervised,24,short,7.2,1290,6.887,6.7
1331,tm232954,Audrie & Daisy,audrie & daisy,MOVIE,"A documentary film about three cases of rape, that includes the stories of two American high school students, Audrie Pott and Daisy Coleman. At the time of the sexual assaults, Pott was 15 and Coleman was 14 years old. After the assaults, the victims and their families were subjected to abuse and cyberbullying.",2016,US,United States of America,documentation,0,not specified,not specified,95,long,7.2,6602,5.6,7.2
1332,ts41948,Hip Hop Evolution,hip hop evolution,SHOW,"Hip-Hop today is a global culture that has changed music, dance, fashion, language —and even politics. But where did this worldwide cultural movement begin? We trace hip-hop back to its humble beginnings, when the kids of the Bronx crammed into house parties, rec rooms, and public parks to hear music like they’d never heard it before.",2016,CA,Canada,documentation,4,TV-MA,adults,45,long,8.4,5772,4.48,7.8
1333,ts54156,Chef's Table: France,chef's table: france,SHOW,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,2016,US,United States of America,documentation,1,TV-14,supervised,46,long,8.2,1734,4.096,8.6
1334,ts36740,Project Mc²,project mc²,SHOW,"McKeyla, Adrienne, Bryden, and Camryn are four super smart and science-skilled girls recruited to join the spy organization, NOV8.",2015,US,United States of America,family,6,TV-G,children,25,short,5.8,1026,5.445,8.1
1335,tm239290,Always Be My Maybe,always be my maybe,MOVIE,The story of Tintin and Jake as they both try recover from their respective failed relationships.,2016,PH,Philippines,comedy,0,not specified,not specified,112,long,6.6,379,2.434,7.3
1336,tm290444,Pandora,pandora,MOVIE,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",2016,KR,"Korea, Republic of",thriller,0,R,adults,136,long,6.6,7416,27.496,7.5
1337,ts41899,Nightmare Teacher,nightmare teacher,SHOW,"A homeroom teacher of Yosan Private High School has an accident, and thus a substitute comes to fill in. Han Bong-Gu  is a mysterious man, and after strange occurrences the class president Ye-Rim tries to get to the bottom of this mystery.",2016,KR,"Korea, Republic of",drama,1,TV-MA,adults,16,short,7.1,446,5.677,8.4
1338,tm225693,Keith Richards: Under the Influence,keith richards: under the influence,MOVIE,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.",2015,US,United States of America,documentation,0,PG,supervised,82,medium,7.1,3383,5.383,6.7
1339,tm267429,"Surviving Compton: Dre, Suge and Michel'le","surviving compton: dre, suge and michel'le",MOVIE,"Discovered at a young age, the shy, squeaky-voiced Michel'le was plucked straight from South Central, Los Angeles and catapulted into the spotlight while riding N.W.A.'s rocket ride of early success. Surrounded by industry visionaries from Eazy-E to Tupack Skaur, Michel'le quickly climbed the charts, but her musical successes were soon overshadowed by betrayal and corruption. A nearly decade-long romance with the infamous Dr. Dre pushed her into a life tarnished by alcohol, drugs and violence until her savior came in the unlikely form of Suge Knight, co-founder of Death Row Records and Dre's business partner. Friendship would turn into a courtly romance, but the union Michel'le thought they had did not end happily ever after. With children from both men and a career to protect, Michel'le's voice became silenced by Compton's biggest power players. Until now.",2016,US,United States of America,drama,0,not specified,not specified,87,medium,6.5,718,2.138,6.1
1340,tm272413,Colin Quinn: The New York Story,colin quinn: the new york story,MOVIE,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality.",2016,US,United States of America,comedy,0,not specified,not specified,62,medium,6.9,1001,2.917,6.3
1341,ts43501,Secrets of Great British Castles,secrets of great british castles,SHOW,"Historian Dan Jones explores the millennium of history behind six of Great Britain's most famous castles: Warwick, Dover, Caernarfon, the Tower of London, Carrickfergus, and Stirling.",2015,GB,United Kingdom of Great Britain and Northern Ireland,documentation,2,TV-PG,supervised,44,long,7.8,1060,3.459,7.3
1342,tm138584,Hawaizaada,hawaizaada,MOVIE,"In 1895, Shivkar Bapuji Talpade constructs and flies India's first unmanned plane, despite having the odds stacked against him.",2015,IN,India,history,0,PG,supervised,157,long,5.5,1942,3.027,6.0
1343,ts56221,Rainbow Ruby,rainbow ruby,SHOW,"Rainbow Ruby is the story of a spunky, resourceful little girl who magically transports to Rainbow Village, a whimsical land inhabited by her toys, and transforms into different jobs to help save the day! This CGI-animated preschool series takes the childhood fantasy of dolls come to life, and mixes in an aspirational heroine who proves that you can be anything you want to be!",2016,CN,China,family,4,TV-Y,children,12,short,6.6,80,12.713,10.0
1344,tm225275,Riot,riot,MOVIE,"Copper Jack Stone purposefully orchestrates a bank robbery in order to be thrown into prison with the notorious Russian kingpin Balam. Balam is more than just a mob criminal; he's a very cunning and dangerous lord who controls the police force from behind bars. Balam lives in prison as a cover for his real power, which is King of the city. His cell is a lavish private room built specifically for him, inaccessible to most in the depths of the prison structure. Even the warden fears venturing into his area of the prison. However, even surrounded by his loyal henchmen and guards in his sectioned off fortress, Balam doesn't know Jack is coming for him to avenge his family, who Balam murdered in cold blood. Balam is tough... but Jack is tougher.",2015,US,United States of America,action,0,not specified,not specified,88,medium,5.1,3369,12.429,5.8
1345,ts81483,Simon,simon,SHOW,"Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",2016,FR,France,comedy,2,TV-Y,children,5,short,7.0,129,3.507,9.5
1346,ts35463,Richie Rich,richie rich,SHOW,"Richie Rich is a boy who turned vegetables into a clean energy source. As a result, Rich now has over a trillion dollars. Rich lives with his family in a mansion filled with toys, contraptions, and his best friends Darcy and Murray are always by his side, along with Irona, Richie's robot maid, his dad Cliff, who loves naps and is a bit dense, and his jealous sister Harper. Also, Darcy loves spending money and Murray doesn't want anything out of budget.",2015,US,United States of America,comedy,2,TV-PG,supervised,23,short,3.0,1073,9.491,6.5
1347,tm209950,Kevin Hart: What Now?,kevin hart: what now?,MOVIE,"In Universal Pictures’ Kevin Hart: What Now?, comedic rock-star Kevin Hart follows up his 2013 hit stand-up concert movie Let Me Explain, which grossed $32 million domestically and became the third-highest live stand-up comedy movie of all time. Hart takes center stage in this groundbreaking, record-setting, sold-out performance of “What Now?”—filmed outdoors in front of 50,000 people at Philadelphia’s Lincoln Financial Field—marking the first time a comedian has ever performed to an at-capacity football stadium.",2016,US,United States of America,comedy,0,R,adults,96,long,5.9,9501,10.176,6.5
1348,tm308241,Legends of the Hidden Temple,legends of the hidden temple,MOVIE,Three siblings who break away from a lackluster temple tour in a jungle finds themselves immersed in a real-life mission comprised of obstacles that they must complete in order to escape alive.,2016,US,United States of America,action,0,PG,supervised,68,medium,5.6,921,3.528,6.7
1349,ts38764,Marseille,marseille,SHOW,The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.,2016,FR,France,drama,2,TV-MA,adults,42,long,6.8,5163,8.888,6.6
1350,tm213681,Veteran,veteran,MOVIE,"When an old collaborator gets severely injured, a veteran policeman tries to figure out the way to bring to justice the ultimately suspected aggressor, a spoiled young executive, heir to a mega corporation, who believes he is above the law.",2015,KR,"Korea, Republic of",comedy,0,not specified,not specified,119,long,7.0,6611,9.614,6.9
1351,tm139870,Opening Night,opening night,MOVIE,A failed Broadway singer who now works as a production manager must save opening night on his new production by wrangling his eccentric cast and crew.,2016,US,United States of America,comedy,0,not specified,not specified,90,long,6.0,2662,7.809,5.9
1352,tm239739,Raman Raghav 2.0,raman raghav 2.0,MOVIE,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game.,2016,IN,India,crime,0,not specified,not specified,134,long,7.4,14380,6.61,7.1
1353,tm246175,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,the 101-year-old man who skipped out on the bill and disappeared,MOVIE,"Drinking the tasty Folk Soda puts a spring in the 101 Year Old Man’s step and his next adventure takes him around the World and back to Sweden, during which time he is chased by the CIA, a Balinese debt collector and becomes an executive at a soft drink company.",2016,SE,Sweden,action,0,not specified,not specified,108,long,6.3,6023,7.299,6.4
1354,ts38761,Another Miss Oh,another miss oh,SHOW,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,2016,KR,"Korea, Republic of",comedy,1,TV-MA,adults,69,long,7.8,1866,17.289,8.2
1355,tm195764,6 Years,6 years,MOVIE,"A young couple bound by a seemingly ideal love, begins to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",2015,US,United States of America,drama,0,not specified,not specified,84,medium,5.6,12441,7.652,5.4
1356,ts41154,Paquita Salas,paquita salas,SHOW,"One of Spain's best talent agents in the '90s, Paquita now finds herself searching desperately for new stars after suddenly losing her biggest client.",2016,ES,Spain,comedy,3,not specified,not specified,22,short,8.0,3128,7.93,7.1
1357,ts144323,Unnatural Selection,unnatural selection,SHOW,Three high school students decide to escape the mundane urban environment and embark on a fishing adventure.,2015,US,United States of America,reality,1,TV-MA,adults,35,long,8.1,12,2.736,7.5
1358,tm233561,Shaun the Sheep: The Farmer's Llamas,shaun the sheep: the farmer's llamas,MOVIE,"In The Farmer's Llamas the wily sheep bluffs his dim-witted farmer master into bidding for three llamas at a county fair. Once they show up at the farm, however, they cause such chaotic destructive mayhem that Shaun has to carefully remove them – high speed chases, careful rooftop scrambles and dangerous falls ensue.",2015,GB,United Kingdom of Great Britain and Northern Ireland,comedy,0,not specified,not specified,30,short,6.8,1400,8.513,6.6
1359,tm217939,Un + une,un + une,MOVIE,A successful film composer falls in love when he travels to India to work on a Bollywood retelling of Romeo and Juliet.,2015,FR,France,comedy,0,not specified,not specified,115,long,6.2,2336,4.579,5.9
1360,tm200454,Ok Kanmani,ok kanmani,MOVIE,Adhi and Tara are in a live-in relationship but they are both unwilling to get married. How do they realize that marriage is just a natural progression of their relationship?,2015,IN,India,romance,0,PG,supervised,139,long,7.4,5877,4.318,6.8
1361,tm266844,True Memoirs of an International Assassin,true memoirs of an international assassin,MOVIE,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",2016,US,United States of America,action,0,PG-13,supervised,98,long,5.9,22891,16.152,5.8
1362,ts74929,H20: Mermaid Adventures,h20: mermaid adventures,SHOW,"The lives of teenagers Emma, Cleo and Rikki are forever changed when a magical, forbidden island gives them the power to turn into mermaids.",2015,FR,France,animation,2,TV-Y,children,24,short,5.7,194,8.908,8.8
1363,tm300713,High & Low The Movie,high & low the movie,MOVIE,"S.W.O.R.D. Chiku is a devastated and dangerous town with 5 gangs - Sannoh Rengokai, White Rascals, Oya Kohkoh, Rude Boys and Daruma Ikka - fighting fiercely. The name S.W.O.R.D. comprises of the first letter in each of these gangs. Before these 5 gangs, the legendary Mugen gang dominated the town. Mugen and the Amamiya Brothers (who did not submit to Mugen) clashed and Mugen disbanded, but ...",2016,JP,Japan,action,0,not specified,not specified,129,long,6.4,583,2.513,6.0
1364,ts38772,Dear My Friends,dear my friends,SHOW,Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.,2016,KR,"Korea, Republic of",comedy,1,TV-MA,adults,70,long,8.2,366,4.766,8.0
1365,tm240895,Strange Weather,strange weather,MOVIE,"Years after her son's suicide, a woman longs to confront both the past and a friend of his who took his business idea.",2016,US,United States of America,drama,0,R,adults,95,long,6.0,1499,9.634,5.9
1366,ts52943,The Sound of Your Heart,the sound of your heart,SHOW,"Comedy following Cho Seok's ridiculous but hilarious adventures with his girlfriend-turned-wife Ae Bong, their dogs, older brother Jo Joon, and parents. Based on the popular webtoon series of the same name.",2016,KR,"Korea, Republic of",comedy,2,not specified,not specified,26,short,8.2,1127,5.877,8.2
1367,tm275800,The Lighthouse of the Orcas,the lighthouse of the orcas,MOVIE,A mother travels to Patagonia with her autistic son with the hope that a ranger and a pod of wild orcas can help him find an emotional connection.,2016,AR,Argentina,drama,0,not specified,not specified,110,long,6.7,3910,10.09,7.0
1368,ts86831,The Good Cop,the good cop,SHOW,"Danny Confino is a full-time cop, during one of the police's worst times. A period in which its image is at a low ebb, they are ousted every week, harassed by commanders twice a week, budgets are cut and complaints against police are piled up in DIP offices. He returns to his parents' home in order to live there temporarily, but the temporary becomes permanent and Danny finds that life at home is superior to any crime scene.",2015,IL,Israel,comedy,3,TV-MA,adults,28,short,7.6,385,1.542,7.0
1369,tm276430,Servant Of The People 2,servant of the people 2,MOVIE,"President Vasily Goloborodko is in power for almost half a year. The economic situation in the country had deteriorated: prices are rising and the national currency has depreciated. People's confidence in the President is rapidly falling. To stabilize the situation in the country Goloborodko needs to get financial assistance from the IMF in the amount of 15 billion euros, which can be provided, if reforms and anti-corruption laws will be introduced in Ukraine.",2016,UA,Ukraine,comedy,0,not specified,not specified,100,long,6.2,417,6.053,6.1
1370,ts87884,Sons of the Caliphate,sons of the caliphate,SHOW,"This is a drama series about the lives of three rich, entitled, passionate and ambitious young men: Kalifah, Nuhu and Diko. Elections are fast approaching and there's a tussle for the governorship seat of the Northern Caliphate State of Kowa. Soon personal conflicts intertwine between their families in a race to crown the next Governor.",2015,NG,Nigeria,drama,1,TV-14,supervised,0,short,7.4,33,1.347,-1.0
1371,tm224377,Heneral Luna,heneral luna,MOVIE,A Filipino general who believes he can turn the tide of battle in the Philippine-American war. But little does he know that he faces a greatest threat to the country's revolution against the invading Americans.,2015,PH,Philippines,comedy,0,R,adults,118,long,7.3,2132,3.448,7.8
1372,tm242755,Ordinary World,ordinary world,MOVIE,"Perry is a happily married father of two living a comfortable but sedate life in the suburbs. On the occasion of his 40th birthday, he seeks to revisit his former life as the lead singer in a popular punk band though his middle-aged reality quickly (and hilariously) clashes with the indulgences of his youth.",2016,US,United States of America,comedy,0,not specified,not specified,86,medium,5.5,3106,5.993,6.0
1373,ts53076,El Chema,el chema,SHOW,"Inspired by true events, This is the story of the most notorious drug kingpin the world had ever seen. A man known as El Chapo, the biggest international drug lord in history. The most important and influential man, in the history of Narcos. He changed the game with his spectacular escapes and innovative smuggling techniques.",2016,US,United States of America,crime,1,TV-MA,adults,44,long,6.9,308,112.717,-1.0
1374,tm241998,Mohenjo Daro,mohenjo daro,MOVIE,"During the Indus valley civilization, an Indigo farmer strives for the justice and protection of the city of Mohenjo-Daro and its civilians from an evil politician.",2016,IN,India,action,0,not specified,not specified,155,long,5.6,11693,8.73,6.5
1375,ts52988,Captive,captive,SHOW,"Documentary series reconstructing history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",2016,US,United States of America,documentation,1,not specified,not specified,63,long,6.8,742,4.18,6.8
1376,tm208628,Dil Dhadakne Do,dil dhadakne do,MOVIE,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",2015,IN,India,drama,0,PG-13,supervised,170,long,7.0,17581,8.46,6.8
1377,ts41260,"Hello, My Twenties!","hello, my twenties!",SHOW,"With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",2016,KR,"Korea, Republic of",comedy,2,TV-14,supervised,63,long,8.3,2161,14.835,7.3
1378,ts42089,Haters Back Off,haters back off,SHOW,"Delve into the oddball family life of Miranda Sings, an incredibly confident, totally untalented star on the rise, who continues to fail upward by the power of her belief that she was born famous, it's just no one knows it yet.",2016,US,United States of America,comedy,2,TV-14,supervised,29,short,5.9,7274,7.102,6.4
1379,tm242646,Toro,toro,MOVIE,"Toro (Spanish for ""Bull"") is a young con man and the right hand of Romano, a powerful mob boss in Torremolinos, Málaga (Andalusia, south to Spain). After Toro decides to leave Romano to get a life free of crime, his last sting fails, resulting one of his brothers dead and he sent to jail. Five years later, Romano realizes that López, Toro's older brother, is robbing him money from his tourism business and he orders to kidnap Diana, López's little daughter, until this one get back the money. Without options, López visits Toro, now a touristic driver with the third grade prison close to get the parole, who only wants to be free to marry his girlfriend Estrella. When Toro accepts to help López and both meet Romano looking for a solution, Toro ends attacking Romano's men and fleeing with Diana, trying to escape from Romano's revenge. But Romano starts a ruthless searching for they three, meanwhile Toro counts the hours to back the prison according to the third grade...",2016,FR,France,drama,0,R,adults,105,long,5.9,3256,8.146,6.0
1380,ts38717,Good Morning Call,good morning call,SHOW,"A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together.",2016,JP,Japan,comedy,2,TV-14,supervised,48,long,7.5,3161,15.259,7.3
1381,ts87465,Witch Hunt: A Century of Murder,witch hunt: a century of murder,SHOW,"Four hundred years ago, hundreds of innocent people were killed as an obsession to stamp out Satanism swept the British Isles. Dr Suzannah Lipscomb investigates the events of this dark period in our history.",2015,GB,United Kingdom of Great Britain and Northern Ireland,documentation,1,TV-14,supervised,46,long,7.1,324,0.6,-1.0
1382,tm242687,Riphagen the Untouchable,riphagen the untouchable,MOVIE,"Amsterdam, Netherlands, 1944, during World War II. Andries Riphagen, a powerful underworld boss, has made his fortune by putting his many criminal talents at the service of the Nazi occupiers. But the long battle is about to end and the freedom fighters, who have been persecuted and murdered for years, are abandoning their hideouts to mercilessly hunt down those who have collaborated with the killers.",2016,NL,"Netherlands, Kingdom of the",thriller,0,not specified,not specified,132,long,7.1,7800,8.67,6.5
1383,tm208713,Gabbar Is Back,gabbar is back,MOVIE,A vigilante network taking out corrupt officials draws the notice of the authorities.,2015,IN,India,drama,0,PG-13,supervised,130,long,7.1,24975,7.397,7.2
1384,tm220317,Demetri Martin: Live (At The Time),demetri martin: live (at the time),MOVIE,"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.",2015,US,United States of America,comedy,0,not specified,not specified,61,medium,7.4,2207,2.887,7.0
1385,tm421855,4K Fireplace,4k fireplace,MOVIE,"Enjoy this crackling fireplace during a holiday party or a cozy night in. Shot in stunning 4K Ultra HD, this music-free fireplace video flickers, crackles and adds warmth to any room. Loop video playback for continuous enjoyment.",2015,US,United States of America,family,0,G,children,181,long,7.7,49,0.738,6.8
1386,ts21979,Spotless,spotless,SHOW,"In London, the life of Jean, a troubled crime scene cleaner, is turned upside down when his outlaw brother Martin crash lands into his world, entangling them in the deadly dynamics of organized crime.",2015,FR,France,crime,1,TV-MA,adults,58,long,7.7,3663,6.213,7.0
1387,tm267948,7 Years,7 years,MOVIE,The drama is centered on four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?,2016,ES,Spain,drama,0,not specified,not specified,77,medium,6.7,4961,6.603,6.3
1388,ts42011,Cheer Squad,cheer squad,SHOW,"The Great White Sharks are a sisterhood, there for each other through first loves, new jobs, bad breakups, and everything in between. But they are also elite athletes, idolized by thousands and members of the best all-star cheerleading team in the world. Cheer Squad follows the two-time World Cheerleading Champions on the long road to defending their title as they try to balance life off the mat with the all-consuming battle to stay on top.",2016,CA,Canada,reality,1,TV-PG,supervised,42,long,7.2,167,1.168,7.9
1389,tm219817,Talvar,talvar,MOVIE,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,2015,IN,India,thriller,0,PG,supervised,132,long,8.1,34943,9.212,7.5
1390,tm201365,Brothers,brothers,MOVIE,"David and Monty, estranged half-brothers, train in mixed martial arts to earn a livelihood. However, things change when the two are forced to compete against each other in the final tournament.",2015,IN,India,family,0,PG-13,supervised,156,long,6.4,13003,5.554,6.6
1391,tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,gabriel iglesias: i'm sorry for what i said when i was hungry,MOVIE,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.",2016,US,United States of America,comedy,0,PG-13,supervised,87,medium,7.4,2566,3.047,7.2
1392,ts36741,Fartsa,fartsa,SHOW,"An epic saga which takes place over a long time span from 1961 to 1991. From the midpoint of the story we view the friendship of four boys. In season main heroes are in their 20's, they are childhood friends, and for the sake of their friendship they are ready to sacrifice anything. Everyone has their own dreams, but their circumstances will take them on a difficult path and they will be forced into all kinds of underground economic dealings in the early 60s. And, worst of all - they are successful in this business. And the more successful they are, the further they get from their real dreams.",2015,RU,Russian Federation,drama,1,TV-14,supervised,60,long,6.7,197,2.722,7.2
1393,ts57705,The Paper,the paper,SHOW,The last independent newsroom in the country is taken over by a construction magnate for the reasons that have nothing to do with love or respect for journalism.,2016,HR,Croatia,drama,3,TV-MA,adults,49,long,7.4,64,3.809,7.6
1394,tm233843,Pyaar Ka Punchnama 2,pyaar ka punchnama 2,MOVIE,"After falling in love, three roommates experience changes in their lives.",2015,IN,India,drama,0,PG-13,supervised,159,long,7.3,15216,3.924,7.0
1395,tm211461,Much Loved,much loved,MOVIE,A social drama about four marginalized prostitutes in Marrakech and their complex relations with their families and society at large.,2015,FR,France,drama,0,not specified,not specified,108,long,6.2,2772,5.794,6.0
1396,ts42347,Word Party,word party,SHOW,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!",2016,US,United States of America,family,5,TV-Y,children,13,short,5.5,352,2.382,8.3
1397,tm244638,Rebirth,rebirth,MOVIE,A man's life is turned inside out after a visit from his college friend leads him into the unexpected.,2016,US,United States of America,thriller,0,not specified,not specified,101,long,4.9,5290,8.68,4.7
1398,tm451222,Lang Tong,lang tong,MOVIE,"Zach (William Lawandi), a remorseless serial womaniser and con man, meets his match in Li Ling (Vivienne Tseng), an alluring and well-to-do woman who makes a wicked bowl of pork rib soup. Things take an unexpected turn when Zach meets Li Ling's younger sister, the drop-dead gorgeous Li Er (Angeline Yap). Soon enough, Zach turns his lecherous attentions towards Li Er, and they begin an affair behind Li Ling's back. Li Er convinces Zach to help her execute a heinous plot to murder her older sister, whom she blames for causing her mother's death. However, things are not as simple as they seem.",2015,SG,Singapore,thriller,0,not specified,not specified,83,medium,4.8,337,3.909,4.0
1399,tm195870,Manson Family Vacation,manson family vacation,MOVIE,"The story of two brothers: one who’s devoted to his family, the other who’s obsessed with the Manson Family.",2015,US,United States of America,comedy,0,not specified,not specified,85,medium,5.8,2995,6.451,5.9
1400,ts83535,Popples,popples,SHOW,"The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways.",2015,RU,Russian Federation,family,3,not specified,not specified,25,short,6.0,57,3.292,8.0
1401,tm221883,Gridlocked,gridlocked,MOVIE,Former SWAT leader David Hendrix and hard-partying movie star Brody Walker must cut their ride-along short when a police training facility is attacked by a team of mercenaries.,2016,CA,Canada,action,0,R,adults,110,long,5.8,4604,14.458,5.8
1402,ts127430,StoryBots Super Songs,storybots super songs,SHOW,"Based on the award-winning educational apps, ""StoryBots Super Songs"" centers on the StoryBots, the curious little creatures who live in the world beneath our screens and help answer humans' biggest questions.",2016,US,United States of America,animation,1,TV-Y,children,21,short,8.7,170,0.6,9.0
1403,tm239635,Jimmy Carr: Funny Business,jimmy carr: funny business,MOVIE,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.,2016,GB,United Kingdom of Great Britain and Northern Ireland,comedy,0,not specified,not specified,62,medium,7.2,4356,5.549,6.9
1404,tm198496,Aziz Ansari: Live at Madison Square Garden,aziz ansari: live at madison square garden,MOVIE,"Ansari headlines the iconic Madison Square Garden and delivers his most hilarious and insightful stand-up yet. Filmed in front of a sold-out audience, Ansari's latest special is an uproarious document of the comic in top form -- covering topics ranging from the struggle of American immigrants to the food industry to relationships to gender inequality.",2015,US,United States of America,comedy,0,not specified,not specified,58,short,6.6,3266,4.73,6.7
1405,tm245102,The Next Skin,the next skin,MOVIE,"A teenager who went missing and was presumed dead returns home after eight years to find a family deeply affected by his disappearance. Gradually, doubts arise about whether he really is the missing boy or an impostor.",2016,ES,Spain,drama,0,not specified,not specified,100,long,6.2,1820,5.453,5.8
1406,tm215054,Chris Tucker: Live,chris tucker: live,MOVIE,Comedian Chris Tucker performs live.,2015,US,United States of America,comedy,0,not specified,not specified,92,long,6.3,1955,5.362,6.0
1407,tm271839,"Dana Carvey: Straight White Male, 60","dana carvey: straight white male, 60",MOVIE,Emmy-winning comedian Dana Carvey blends pitch-perfect tales on big personalities with so-true-it-hurts stories from his life as a dad of millennials.,2016,US,United States of America,comedy,0,not specified,not specified,64,medium,6.5,1528,2.747,6.3
1408,tm245297,Justin Timberlake + The Tennessee Kids,justin timberlake + the tennessee kids,MOVIE,"For Justin Timberlake it's the final two dates of his 20/20 Experience World Tour at the MGM Grand Garden Arena in Las Vegas. Surrounded by the 25 band members of The Tennessee Kids and featuring show-stopping performances from one of the highest-grossing tours of the decade, the film is a culmination of the singer’s 134 shows and 2 years on the road.",2016,US,United States of America,music,0,not specified,not specified,90,long,7.6,2191,3.257,7.6
1409,tm266629,Russell Peters: Almost Famous,russell peters: almost famous,MOVIE,"The comic comes home to Toronto to sound off on cultural quirks, furniture building and bathroom visits, revelling in all things ridiculously human.",2016,US,United States of America,comedy,0,not specified,not specified,73,medium,6.6,1905,2.156,6.6
1410,ts42218,Sin senos sí hay paraíso,sin senos sí hay paraíso,SHOW,A young woman born in a mafia-controlled town seeks revenge on those who wrongfully harmed and imprisoned her family.,2016,CO,Colombia,action,4,TV-MA,adults,47,long,6.5,554,243.868,7.5
1411,tm220473,Colin Quinn: Unconstitutional,colin quinn: unconstitutional,MOVIE,"Colin Quinn returns to the stage in ""Unconstitutional"" where he tackles 226 years of American Constitutional calamities in 70 Minutes.",2015,US,United States of America,comedy,0,not specified,not specified,55,short,7.1,478,2.333,6.9
1412,tm245148,Jim Jefferies: Freedumb,jim jefferies: freedumb,MOVIE,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",2016,US,United States of America,comedy,0,R,adults,86,medium,7.7,5420,4.802,7.3
1413,tm274053,Asperger's Are Us,asperger's are us,MOVIE,"For the members of the comedy troupe Asperger’s Are Us, it’s easier to associate with a faceless audience than with their own families. No matter who the crowd, best friends Noah, New Michael, Jack and Ethan have one simple mantra: “We would much rather the audience appreciate us as comedians than people who have overcome adversity.”  In this coming-of-age heartfelt documentary, this band of brothers finds themselves at a crossroad. With real life pulling them apart, they decide to plan one ambitious farewell show before they all go their separate ways. People with Asperger’s don’t deal well with uncertainty, and this is the most uncertain time in their lives.",2016,US,United States of America,documentation,0,not specified,not specified,83,medium,6.6,737,2.227,5.9
1414,tm239762,Tony Robbins: I Am Not Your Guru,tony robbins: i am not your guru,MOVIE,"Granted unprecedented access, Berlinger captures renowned life and business strategist Tony Robbins behind the scenes of his mega seminar Date with Destiny, pulling back the curtain on this life-altering and controversial event, the zealous participants and the man himself.",2016,US,United States of America,documentation,0,not specified,not specified,115,long,6.6,4391,6.569,6.6
1415,tm197503,Hunterrr,hunterrr,MOVIE,"An ordinary bachelor pursues girls like a hunter, but not with the intention of settling down in life.",2015,IN,India,romance,0,R,adults,141,long,7.0,6262,2.332,6.2
